id,category,sub_category,level,has_table,has_fomula,question,A,B,C,D,E,gold
11,중급회계,차입원가자본화,H,Y,N,"㈜한국은 20x1년 4월 1일부터 적격자산인 공장건물을 신축하기 시작하였으며, 20x2년 12월 31일 완공하였다. 공사대금은 20x1년 4월 1일에 ￦50,000과 20x1년 7월 1일에 ￦100,000을 지출하였다. 공장건물의 신축공사와 관련되는 차입금은 다음과 같다.
| 구분              | 금액     | 차입일      | 이자율   |
|-------------------|----------|------------|----------|
| 특정목적차입금    | ￦50,000 | 20x1.4.1. | 연 4%    |
| 일반목적차입금    | ￦200,000 | 20x1.1.1. | 연 6%    |
모든 차입금의 상환일은 20x2년 12월 31일이고, 일반목적 차입금 관련 차입원가 자본화 금액은 적격자산에 대한 평균지출액에서 특정차입금을 초과하는 부분에 대해 자본화이자율을 적용하여 계산한다. ㈜한국이 20x1년 공장건물 신축과 관련하여 자본화할 차입원가를 계산하면?","₩1,500","₩2,500","₩3,000","₩4,000","₩4,500",E
12,중급회계,무형자산,H,N,N,무형자산의 회계처리에 대한 설명으로 옳지 않은 것은?,사업결합으로 취득한 식별가능한 무형자산의 경우 사업결합 전에 그 자산을 피취득자가 인식하였는지 여부에 관계없이 취득자는 영업권과 분리하여 별도의 무형자산으로 인식할 수 있다.,"내부적으로 창출한 브랜드, 제호, 출판표제, 고객목록은 무형자산으로 인식하지 않는다.",종업원의 교육훈련으로부터 발생하는 미래경제적효익은 일반적으로 무형자산의 원가에 포함할 수 없다.,"내용연수가 유한한 무형자산의 상각기간은 무형자산의 최초 인식시점에 결정하고, 후속기간에 자산의 예상 내용연수가 최초 인식시점에 결정된 내용연수와 달라지더라도 이를 변경할 수 없다.",무형자산에 재평가모형을 적용하더라도 재평가모형은 자산을 원가로 최초에 인식한 후에 적용한다.,D
13,중급회계,투자부동산,H,N,N,투자부동산에 대한 설명으로 옳지 않은 것은?,"지배기업 또는 다른 종속기업에게 부동산을 리스하는 경우, 이러한 부동산은 연결재무제표에 투자부동산으로 분류할 수 없다.",장기 시세차익을 얻기 위하여 보유하고 있는 토지(통상적인 영업과정에서 단기간에 판매하기 위하여 보유하는 토지는 제외)는 투자부동산에 해당한다.,"장래 용도를 결정하지 못한 채로 보유하고 있는 토지, 즉 토지를 자가사용할지, 통상적인 영업과정에서 단기간에 판매할지를 결정하지 못한 경우에 해당 토지는 자가사용목적으로 보유한다고 간주하여 유형자산으로 분류한다.","부동산 중 일부분은 임대수익이나 시세차익을 얻기 위하여 보유하고, 일부분은 재화나 용역의 생산 또는 제공이나 관리목적에 사용하기 위하여 보유하는 경우, 부분별로 분리매각이 가능하면 각 부분을 분리하여 회계처리한다.","부동산 보유자가 부동산 사용자에게 부수적인 용역을 제공하는 경우, 전체 계약에서 그러한 용역의 비중이 경미하다면 부동산 보유자는 당해 부동산을 투자부동산으로 분류한다.",C
14,중급회계,금융자산,H,N,N,금융상품 등에 관한 설명으로 옳지 않은 것은?,금융자산이나 금융부채는 금융상품의 계약당사자가 되는 때에만 재무상태표에 인식한다.,지분상품에 대한 투자로서 단기매매항목이 아니고 사업결합에서 취득자가 인식하는 조건부 대가가 아닌 지분상품에 대한 투자의 후속적인 공정가치 변동은 기타포괄손익으로 표시할 수 있다.,"금융자산을 상각후원가 측정 범주에서 당기손익-공정가치 측정 범주로 재분류하는 경우에 재분류일의 공정가치로 측정하고, 재분류 전 상각후원가와 공정가치의 차이에 따른 손익은 당기손익으로 인식한다.",금융자산을 당기손익-공정가치 측정 범주에서 상각후원가 측정 범주로 재분류하는 경우에 재분류일의 공정가치가 새로운 총장부금액이 된다.,"금융자산을 상각후원가 측정 범주에서 기타포괄손익-공정가치 측정 범주로 재분류하는 경우에 재분류일의 공정가치로 측정하고, 재분류 전 상각후원가와 공정가치의 차이에 따른 손익은 당기손익으로 인식한다.",E
15,중급회계,금융자산,H,N,N,"㈜한국은 20x1년 10월 1일에 단기매매목적으로 ㈜서울이 발행한 사채(액면금액 ￦100,000, 발행일 20x1년 1월 1일, 만기일 20x3년 12월 31일, 액면이자율 연 5%, 이자지급일 매년 말)를 발생이자를 포함하여 ￦96,000에 취득하였다. 20x1년 12월 31일(액면이자 지급 후) 현재 ㈜서울 사채의 공정가치는 ￦93,000이다. ㈜서울 사채에 대한 회계처리가 ㈜한국의 20x1년도 당기순이익에 미치는 영향은 얼마인가? (단, 사채취득과 관련한 거래비용은 없으며, 단수차이로 인해 오차가 발생하면 가장 근사치를 선택한다)",￦750 감소,￦750 증가,"￦1,250 증가","￦2,000 감소","￦2,000 증가",E
16,중급회계,금융자산,H,N,N,"㈜한국은 20x1년 1월 1일 채무상품A(액면금액 ￦1,000,000, 액면이자율 연 4%, 매년말 이자지급)를 ￦921,300에 취득하여 기타포괄손익-공정가치 측정 금융자산으로 분류하였다. 채무상품A의 발행일은 20x1년 1월 1일이고, 20x1년 말과 20x2년 말 공정가치는 각각 ￦960,000과 ￦950,000이며, ㈜한국은 20x1년도 포괄손익계산서에 채무상품A에서 발생한 평가이익 ￦14,209을 기타포괄손익으로 인식하였다. ㈜한국이 채무상품A의 전부를 20x3년 4월 1일 ￦920,000(발생이자를 포함한 대가임)에 처분한 경우, 채무상품A에 대한 ㈜한국의 회계처리가 20x3년도 당기순이익에 미치는 영향은? (단, 손상차손은 고려하지 아니하고, 단수차이로 인해 오차가 생기면 가장 근사치를 선택한다)","￦51,996 감소","￦51,996 증가","￦92,130 감소","￦92,130 증가","￦97,200 증가",A
17,중급회계,금융자산,H,N,N,금융자산의 제거와 관련된 설명으로 옳지 않은 것은?,"양도자가 금융자산의 소유에 따른 위험과 보상의 대부분을 이전한다면, 해당 금융자산을 제거한다.","양도자가 금융자산의 소유에 따른 위험과 보상의 대부분을 보유한다면, 해당 금융자산을 계속 인식한다.","양도자가 금융자산의 소유에 따른 위험과 보상의 대부분을 보유하지도 이전하지도 않는 상황에서, 양도자가 금융자산을 통제하고 있지 않다면, 해당 금융자산을 제거한다.","양도자가 금융자산의 소유에 따른 위험과 보상의 대부분을 보유하지도 이전하지도 않는 상황에서, 양도자가 금융자산을 통제하고 있다면, 해당 금융자산에 지속적으로 관여하는 정도까지 그 금융자산을 계속 인식한다.","양도자가 지속적으로 관여하는 정도까지 자산을 계속 인식하는 경우에 관련 부채가 있다면 지속적으로 관여하는 자산을 한도로 부채를 인식할 수 있으며, 동 부채는 그 양도자산과 상계하여 표시할 수 있다.",E
18,중급회계,금융부채,H,N,N,"㈜한국은 20x1년 1월 1일에 기계장치를 ￦100,000에 취득하면서 정부로부터 상환의무 있는 차입금 ￦100,000을 무이자조건(만기 일시상환조건)으로 전액 지원받았다. 기계장치의 추정내용연수는 4년이고, 잔존가치 없이 정액법으로 상각한다. 정부로부터 수취한 해당 차입금의 만기는 4년이고, 자금차입일 현재 ㈜한국이 적용할 시장이자율은 연 10%이며, 동 이자율하에서 4년 후 ￦1의 현재가치는 ￦0.683으로 계산한다. 상기 기계장치 및 차입금과 관련된 회계처리가 ㈜한국의 20x2년도 당기순이익을 감소시키는 금액을 계산하면? (단, 정부보조금은 자산의 취득원가에서 차감하는 원가차감법으로 회계처리 하며, 단수차이로 인해 오차가 발생하면 가장 근사치를 선택한다)","₩7,513","₩17,075","₩20,000","₩24,000","₩24,588",E
19,중급회계,복합금융상품,H,N,N,"㈜한국은 20x1년 1월 1일 액면금액 ￦400,000의 전환사채(만기 3년, 표시이자율 연 5%, 매년말 이자지급)를 다음과 같은 조건으로 액면발행하였다. 동 전환사채 발행시점에서 전환권이 없는 유사한 신용등급을 가진 일반사채의 시장이자율은 연 10%이다.
·전환조건:사채액면금액 ￦5,000당 1주의 보통주로 전환(후속변경은 없음)
·만기일까지 전환권을 행사하지 않으면 만기일에 액면금액의 110%를 지급
20x2년 1월 1일 상기 전환사채의 액면금액 70%가 전환되었을 때, ㈜한국의 자본증가액은? (단, 이자율 연 10% 하에서 3년 후 단일금액 ￦1의 현재가치는 ￦0.7513이고, 매년 말 ￦1씩 3년간 지급되는 연금의 현재가치는 ￦2.4869이다. 단수차이로 인해 오차가 발생하면 가장 근사치를 선택한다.)","₩210,000","₩221,203","₩248,690","₩278,839","₩280,000",D
20,중급회계,충당부채,H,N,N,"충당부채, 우발부채, 우발자산 등에 대한 설명으로 옳지 않은 것은?",충당부채를 인식하기 위해서는 당해 의무의 이행에 소요되는 금액을 신뢰성 있게 추정할 수 있어야 한다.,제삼자와 연대하여 의무를 지는 경우에는 이행할 전체 의무 중 제삼자가 이행할 것으로 예상되는 부분을 우발부채로 처리한다.,과거에 우발부채로 처리하였던 항목에 대해서 후속 보고기간에 미래 경제적 효익의 유출 가능성이 높아진 경우에도 그러한 가능성의 변화가 생긴 기간의 재무제표에 충당부채로 인식할 수 없다.,손실부담계약을 체결하고 있는 경우에는 관련된 현재의무를 충당부채로 인식하고 측정한다.,예상되는 자산 처분이익은 충당부채를 측정하는 데 고려하지 않는다.,C
21,중급회계,금융부채,H,N,N,다음 중 금융부채로 분류하기에 가장 적절하지 않은 항목은?,거래상대방에게 수량이 확정된 기업 자신의 지분상품을 인도할 계약상의 의무,잠재적으로 불리한 조건으로 거래상대방과 금융자산이나 금융부채를 교환하기로 한 계약상의 의무,거래상대방에게 다른 기업의 지분상품을 인도하기로 한 계약상의 의무,전환사채 발행자가 동 전환사채의 만기에 상환할증금을 지급하여야 할 계약상의 의무,미래 특정시점에 확정된 금액을 보유자에게 의무적으로 상환해야 하는 우선주 발행자의 상환의무,A
22,중급회계,자본,H,Y,N,"20x1년 초 설립된 ㈜한국은 설립 시에 보통주와 우선주를 모두 발행하였다. ㈜한국이 발행한 우선주는 배당률 연 6%의 누적적·완전참가적 우선주이고, 설립일 이후 자본금의 변동은 없었으며, 20x3년 12월 31일 현재 보통주자본금과 우선주자본금은 다음과 같다.
| 구분   | 주당액면금액 | 발행주식수 | 자본금   |
|--------|------------|------------|----------|
| 보통주 | ￦500       | 1,800주    | ￦900,000|
| 우선주 | ￦500       | 200주      | ￦100,000|
| 합계   |            | 2,000주    | ￦1,000,000|
㈜한국은 20x3년 보고기간에 대한 정기주주총회를 20x4년 2월에 개최하고, 배당금 총액을 ￦90,000으로 하는 현금배당을 선언할 예정일 때, 보통주 주주에게 배분될 배당금은 얼마인가? (단, ㈜한국은 설립일 이후 배당을 실시한 적이 없다)","₩54,000","₩55,800","₩60,000","₩70,200","₩78,000",D
23,중급회계,자본,H,N,N,"다음은 ㈜한국의 보통주 관련 거래내역이다.
(1) 2월 15일: 주식배당으로 총 100주의 보통주(주당 액면금액 ￦500)를 교부하기로 결의하였다.
(2) 2월 28일: 2월 15일에 결의한 주식배당을 실시(주식의 교부)하였다.
(3) 6월 1일: 자기주식 20주를 주당 ￦4,700에 취득하였다.
(4) 8월 1일: 6월 1일 취득한 자기주식 중 10주를 주당 ￦4,200에 매각하였다.
(5) 10월 1일: 6월 1일 취득한 자기주식 중 5주를 주당 ￦5,200에 매각하였다.
(6) 12월 1일: 6월 1일 취득한 자기주식 중 5주를 소각하였다.
상기 제시된 거래들의 모든 회계처리가, ㈜한국의 20x1년도 자본총계에 미치는 순영향은?","￦26,000 감소","￦26,000 증가","￦49,500 감소","￦49,500 증가","￦66,000 증가",A
24,중급회계,수익,H,N,N,"다음은 고객과의 계약에서 생기는 수익과 관련하여 수행의무가 이행되는 방식을 결정할 수 있는 사례이다. 다음 중 수행의무가 기간에 걸쳐 이행되는 사례로 볼 수 있는 것만을 모두 고르면?
가. 고객은 기업이 수행하는 대로 기업의 수행에서 제공하는 효익을 동시에 얻고 소비한다.
나. 기업이 수행하여 만들어지거나 가치가 높아지는 대로 고객이 통제하는 자산을 기업이 만들거나 그 가치를 높인다.
다. 기업이 수행하여 만든 자산이 기업 자체에는 대체 용도가 없고, 지금까지 수행을 완료한 부분에 대해 집행 가능한 지급청구권이 기업에 있다.",나,"가,나","가,다","나,다","가,나,다",E
25,중급회계,종업원급여,H,Y,N,"확정급여제도를 채택하고 있는 ㈜한국의 순확정급여부채의 내역은 다음과 같다.
| 구분           | 당기 초   | 당기 말   |
|----------------|----------|----------|
| 확정급여채무   | ￦60,000 | ￦82,000 |
| 사외적립자산   | (45,000) | (61,000) |
| 순확정급여부채 | ￦15,000 | ￦21,000 |
㈜한국이 당기 중 사외적립자산에 납부한 기여금은 ￦18,000이고, 당기 중 사외적립자산에서 지급한 퇴직금은 ￦25,000일 때, 확정급여제도의 회계처리가 ㈜한국의 총포괄이익에 미치는 영향은?","￦18,000 감소","￦18,000 증가","￦24,000 감소","￦24,000 증가","￦25,000 감소",C
26,중급회계,주식기준보상,H,N,N,"㈜한국은 20x1년 1월 1일 종업원 100명에게 각각 주식선택권(주식결제형) 10개씩을 부여하고, 3년의 용역제공조건을 부과하였다. 부여일 현재 주식선택권 단위당 공정가치는 ￦600으로 추정되었다. 가득기준을 충족한 주식선택권은 가득일로부터 3년간 행사할 수 있다. 주식선택권을 부여받은 종업원의 총 가득기간 중 퇴사율은 20x1년 말에 10%로 추정되었으나, 20x2년 말에 재추정한 추정치는 15%이었다. 상기 주식선택권의 부여로, ㈜한국이 20x2년에 인식할 주식보상비용을 계산하면?","₩140,000","₩160,000","₩180,000","₩200,000","₩340,000",B
27,중급회계,주식기준보상,H,N,N,현금결제형 주식기준보상에 대한 설명으로 옳지 않은 것은?,현금결제형 주식기준보상거래의 경우에 제공받는 재화나 용역과 그 대가로 부담하는 부채를 부채의 공정가치로 측정한다.,"부채가 결제될 때까지 매 보고기간 말과 결제일에 부채의 공정가치를 재측정하고, 공정가치의 변동액은 당기손익으로 인식한다.",종업원에게서 제공받는 근무용역과 그 대가로 부담하는 부채는 근무용역을 제공받는 기간에 인식한다.,부여하자마자 가득되는 주가차액보상권의 경우에 종업원이 현금에 대한 권리를 획득하려고 정해진 용역제공기간에 근무해야 할 의무가 없으므로 반증이 없는 한 종업원에게서 이미 근무용역을 제공받았다고 본다.,"현금결제형 주식기준보상거래의 조건이 변경되어 주식결제형으로 변경되는 경우, 조건변경일 현재의 현금결제형 주식기준보상거래 관련 부채를 그 날에 제거하고, 제거된 금액과 동일한 금액을 주식결제형 주식기준보상거래 관련 자본으로 인식한다.",E
28,중급회계,법인세회계,H,Y,N,"20x1년에 설립된 ㈜한국의 20x1년도 법인세와 관련된 자료는 다음과 같다. ㈜한국의 20x1년도 포괄손익계산서상의 법인세비용을 계산하면 얼마인가?
(1) 20x1년 과세소득 계산내역
| 구분                       | 금액        |
|----------------------------|------------|
| 20x1년 법인세비용차감전순이익 | ￦200,000   |
| 20x1년 세무조정 사항 |            |
| 가산할 일시적차이            | (50,000)   |
| 일시적차이가 아닌 차이      | 30,000     |
| 자기주식처분이익            | 20,000     |
| 20x1년 과세소득         | ￦200,000   |
(2) 20x1년에 적용될 법인세율은 25%이지만, 20x2년 및 그 이후에 적용될 법인세율은 30%이다.","₩45,000","₩57,500","₩59,000","₩60,000","₩65,000",D
29,중급회계,리스,H,N,N,"㈜한국리스는 20x1년 1월 1일 ㈜서울과 금융리스계약을 체결하였다. ㈜서울의 20x2년 말 재무상태표에 표시되는 사용권자산의 장부금액은 얼마인가?
(1) 리스기간 : 20x1.4.1. ~ 20x4.3.31.
(2) 기초자산 내용연수 : 4년
(3) 기초자산 잔존가치 : ￦0
(4) 리스료 지급방법 : 20x2년 3월 31일부터 매년 3월 31일마다 총 3회 지급
(5) 리스기간개시일 현재 리스료의 현재가치 : ￦80,000
(6) ㈜서울의 리스개설직접원가 : ￦10,000
(7) 리스기간 종료 후 ㈜한국리스에 반환하는 조건이며, 잔존가치보증에 대한 약정은 없음
(8) 사용권자산은 원가모형을 적용하기로 하며, 연수합계법으로 감가상각함","₩20,000","₩22,500","₩25,000","₩27,500","₩30,000",B
30,중급회계,오류수정,H,N,N,"㈜한국은 20x1년 1월 1일 액면금액 ￦100,000인 사채(표시이자율 연 4%, 매년 말 이자지급, 만기 3년)를 ￦97,277에 발행하고, 동 사채의 발행시점 유효이자율을 연 5%로 결정하고, 상각후원가로 측정하였다. 그러나 ㈜한국의 회계감사인은 ㈜한국의 20x2년 말 결산과정에서 다음과 같은 중요한 전기오류를 발견하였다.
㈜한국은 상기 사채의 발행 시 ￦5,150의 사채발행비를 지출하였으나 ㈜한국은 이를 사채 발행금액에서 차감하지 않고 당기비용(수수료비용)으로 처리하였다. 사채발행비를 반영하는 경우 상기 사채의 유효이자율은 연 7%이다.
상기 오류에 대한 수정 회계처리가 20x2년 말 재무상태표상 이익잉여금에 미치는 영향은? (단, 단수차이로 인해 오차가 있으면 가장 근사치를 선택한다.)","￦1,852 감소","￦1,852 증가","￦3,433 감소","￦3,433 증가","￦5,150 증가",B
31,중급회계,주당이익,H,N,N,"㈜한국의 20x1년 1월 1일 현재 유통보통주식수와 유통우선주식수는 각각 1,000주(주당 액면금액 ￦500)와 200주(누적적 및 비참가적, 주당 액면금액 ￦500, 연 배당률 5%)이다. 우선주는 우선주 1주당 보통주 1주로 전환가능한 전환우선주이다. ㈜한국의 20x1년도 기본주당이익이 ￦955일 때, 희석주당이익을 계산하면? (단, 20x1년도에 보통주로 전환된 우선주는 없으며, 단수차이로 인해 오차가 발생하면 가장 근사치를 선택한다.)",₩555,₩675,₩750,₩800,₩955,D
32,중급회계,현금흐름표,H,N,N,"상품매매기업인 ㈜한국의 20x1년도 포괄손익계산서상 당기순이익은 ￦250,000이다. 다음 자료를 이용하여 ㈜한국의 20x1년도 영업활동현금흐름을 계산하면? (단, 이자와 배당금 수취, 이자지급 및 법인세납부는 영업활동으로 분류한다.)
 ·감가상각비	￦7,000
 ·유형자산처분이익	￦12,000
 ·이자비용	￦4,000
 ·배당금수익	￦3,000
 ·사채상환이익	￦6,500
 ·재고자산 감소	￦19,000
 ·매출채권(순액) 감소	￦15,000
 ·매입채무 증가	￦9,500","₩230,000","₩236,000","₩250,000","₩265,000","₩282,000",E
33,중급회계,재무비율분석,H,N,N,"㈜한국의 20x1년 초 재고자산(모두 상품으로만 구성됨)은 ￦40,000이고, 20x1년 중 재고자산 매입액은 ￦260,000이며, 20x1년 당기순이익은 ￦14,500이다. ㈜한국의 20x1년 말 유동부채는 ￦80,000이고, ㈜한국의 주요 재무비율은 다음과 같다.

·20x1년의 매출액순이익률 : 5%
·20x1년의 매출총이익률 : 20%
·20x1년 말 현재 유동비율 : 140%

㈜한국의 20x1년 말 현재 당좌비율을 계산하면? (단, 유동자산은 당좌자산과 재고자산으로만 구성되고, 재고자산의 감모손실 및 평가손실은 고려하지 않는다.)",50%,55%,60%,65%,70%,B
